"screen","title","element","asset","sourceAsset","text","x","yTop","width","height","yScene2D","z","hitX","hitY","hitWidth","hitHeight","target"
"cat-healer","성직냥이","icon-star-41","assets/placed/dabcc98c00c0b5e5ef.png","assets/icons/star.png","","72","1082","72","72","766","40","","","","",""
"cat-healer","성직냥이","text-42","assets/text/bc28f3222c4d027ca4.png","","성장 능력치","168","1070","814","51","799","41","","","","",""
"cat-healer","성직냥이","text-43","assets/text/31cec67523cb5651cf.png","","회복량 280  ·  회복 주기 4초","168","1123","834","39","758","42","","","","",""
"cat-healer","성직냥이","panel-44","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","1220","984","148","552","43","","","","",""
"cat-healer","성직냥이","icon-sword-45","assets/placed/4ed079920ced162053.png","assets/icons/sword.png","","72","1252","72","72","596","44","","","","",""
"cat-healer","성직냥이","text-46","assets/text/9b41165784833e3666.png","","장비 숙련도","168","1240","814","51","629","45","","","","",""
"cat-healer","성직냥이","text-47","assets/text/1b539083854a82d2de.png","","장비를 사용할수록 더 강해져요","168","1293","834","39","588","46","","","","",""
"cat-healer","성직냥이","row-hit-48","","","","48","1220","984","148","552","47","48","1220","984","148","mastery"
"cat-healer","성직냥이","icon-back-49","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","1269","34","34","617","48","","","","",""
"cat-healer","성직냥이","button-50","assets/placed/e0aa01af46824ab768.png","assets/ui/button-mint-normal.png","","48","1440","476","108","372","49","48","1428","476","132","squad"
"cat-healer","성직냥이","text-51","assets/text/7fc90a31a30ee5b310.png","","편성하기","65","1459","444","48","413","50","","","","",""
"cat-healer","성직냥이","button-52","assets/placed/d529888b9398593830.png","assets/ui/button-yellow-normal.png","","548","1440","484","108","372","51","548","1428","484","132","upgrade"
"cat-healer","성직냥이","text-53","assets/text/6313527251dcd39e2d.png","","레벨업 · 5,000","564","1460","452","48","412","52","","","","",""
"cat-healer","성직냥이","button-54","assets/placed/c1c3a9b4a60efb966f.png","assets/ui/button-cream-normal.png","","48","1580","984","100","240","53","48","1564","984","132","skins"
"cat-healer","성직냥이","text-55","assets/text/b7e89d06a975993a2e.png","","스킨 보기","65","1598","952","48","274","54","","","","",""
"cat-wizard","마법사냥이","background-1","assets/placed/348bc5b287f1eee990.png","assets/backgrounds/town.png","","0","0","1080","1920","0","0","","","","",""
"cat-wizard","마법사냥이","resource-bar-3","assets/placed/67b2bb1183ebc40ed1.png","assets/ui/panel-cream.png","","30","28","1020","90","1802","1","","","","",""
"cat-wizard","마법사냥이","title-bar-4","assets/placed/21cf35d5dcee417b8d.png","assets/ui/panel-cream.png","","30","128","1020","104","1688","2","","","","",""
"cat-wizard","마법사냥이","icon-energy-5","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","52","43","54","54","1823","3","","","","",""
"cat-wizard","마법사냥이","text-6","assets/text/4f65a133e0ebec885a.png","","40/50","113","50","195","47","1823","4","","","","",""
"cat-wizard","마법사냥이","icon-gold-7","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","368","43","54","54","1823","5","","","","",""
"cat-wizard","마법사냥이","text-8","assets/text/ed149040bb71721e2c.png","","12,500","429","50","195","47","1823","6","","","","",""
"cat-wizard","마법사냥이","icon-gem-9","assets/placed/e238412bd856f270d9.png","assets/icons/gem.png","","684","43","54","54","1823","7","","","","",""
"cat-wizard","마법사냥이","text-10","assets/text/b710de3b8f0ad3e447.png","","320","745","50","195","47","1823","8","","","","",""
"cat-wizard","마법사냥이","button-11","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","38","138","76","76","1706","9","10","110","132","132","cats"
"cat-wizard","마법사냥이","icon-back-12","assets/placed/dc05be2a4b9c6fda0c.png","assets/icons/back.png","","48","141","56","56","1723","10","","","","",""
"cat-wizard","마법사냥이","text-13","assets/text/a17b87cc9978413ca6.png","","마법사냥이","138","143","742","65","1712","11","","","","",""
"cat-wizard","마법사냥이","button-14","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","958","138","76","76","1706","12","930","110","132","132","settings"
"cat-wizard","마법사냥이","icon-gear-15","assets/placed/71b09a6dc991d6f600.png","assets/icons/gear.png","","968","141","56","56","1723","13","","","","",""
"cat-wizard","마법사냥이","bottom-nav-16","assets/placed/8a8204f9fa1fc6115b.png","assets/ui/panel-cream.png","","24","1734","1032","160","26","14","","","","",""
"cat-wizard","마법사냥이","nav-hit-17","","","","39","1743","190","139","38","15","39","1743","190","139","workshop"
"cat-wizard","마법사냥이","icon-forge-18","assets/placed/12ef2fd983b0f617f0.png","assets/icons/forge.png","","105","1753","60","60","107","16","","","","",""
"cat-wizard","마법사냥이","text-19","assets/text/0d36b2df9353d9a6a4.png","","대장간","452","1792","180","44","84","17","","","","",""
"cat-wizard","마법사냥이","active-tab-20","assets/placed/f669ab757bc5fc9425.png","assets/ui/panel-mint.png","","243","1744","190","135","41","18","","","","",""
"cat-wizard","마법사냥이","nav-hit-21","","","","243","1743","190","139","38","19","243","1743","190","139","cats"
"cat-wizard","마법사냥이","icon-cat-22","assets/placed/75618a37a684a9366c.png","assets/icons/cat.png","","308","1753","60","60","107","20","","","","",""
"cat-wizard","마법사냥이","text-23","assets/text/b2c2d20f3863ead9e4.png","","고양이","249","1790","180","44","86","21","","","","",""
"cat-wizard","마법사냥이","nav-hit-24","","","","447","1743","190","139","38","22","447","1743","190","139","modes"
"cat-wizard","마법사냥이","icon-sword-25","assets/placed/2f37f0487b559d4738.png","assets/icons/sword.png","","512","1753","60","60","107","23","","","","",""
"cat-wizard","마법사냥이","text-26","assets/text/37a71f4045908e9a35.png","","전투","452","1792","180","44","84","24","","","","",""
"cat-wizard","마법사냥이","nav-hit-27","","","","651","1743","190","139","38","25","651","1743","190","139","shop"
"cat-wizard","마법사냥이","icon-shop-28","assets/placed/48f9aabd0f0ed93c20.png","assets/icons/shop.png","","716","1753","60","60","107","26","","","","",""
"cat-wizard","마법사냥이","text-29","assets/text/e93cf34436b725b2bc.png","","상점","453","1792","180","44","84","27","","","","",""
"cat-wizard","마법사냥이","nav-hit-30","","","","855","1743","190","139","38","28","855","1743","190","139","ranking"
"cat-wizard","마법사냥이","icon-trophy-31","assets/placed/f021e42cfce953f174.png","assets/icons/trophy.png","","920","1753","60","60","107","29","","","","",""
"cat-wizard","마법사냥이","text-32","assets/text/ae295d719fe151b0fc.png","","랭킹","453","1792","180","44","84","30","","","","",""
"cat-wizard","마법사냥이","panel-33","assets/placed/4f61cd0d191b5108a5.png","assets/ui/panel-lavender.png","","48","252","984","590","1078","31","","","","",""
"cat-wizard","마법사냥이","shadow-cat-wizard-34","assets/placed/fa2918d5cbcb0e4d77.png","assets/ui/ground-shadow.png","","356","738","355","31","1151","32","","","","",""
"cat-wizard","마법사냥이","cat-wizard-34","assets/placed/8b9a067c4dd2da831f.png","assets/characters/cat-wizard.png","","294","275","480","480","1165","33","","","","",""
"cat-wizard","마법사냥이","text-35","assets/text/f4255a7836be7f51f5.png","","Lv.15 · 광역 딜러","112","751","850","51","1118","34","","","","",""
"cat-wizard","마법사냥이","panel-36","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","880","984","148","892","35","","","","",""
"cat-wizard","마법사냥이","icon-wand-37","assets/placed/8621eda390e57ba03b.png","assets/icons/wand.png","","72","912","72","72","936","36","","","","",""
"cat-wizard","마법사냥이","text-38","assets/text/a187536597e55cc869.png","","고유 능력","168","900","814","51","969","37","","","","",""
"cat-wizard","마법사냥이","text-39","assets/text/6ecbddadd686bcbde7.png","","화염구로 여러 적을 공격해요","168","953","834","39","928","38","","","","",""
"cat-wizard","마법사냥이","panel-40","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","1050","984","148","722","39","","","","",""
"cat-wizard","마법사냥이","icon-star-41","assets/placed/dabcc98c00c0b5e5ef.png","assets/icons/star.png","","72","1082","72","72","766","40","","","","",""
"cat-wizard","마법사냥이","text-42","assets/text/bc28f3222c4d027ca4.png","","성장 능력치","168","1070","814","51","799","41","","","","",""
"cat-wizard","마법사냥이","text-43","assets/text/33e39269e1655dad0a.png","","마법 피해 420  ·  광역 범위 3","168","1123","834","39","758","42","","","","",""
"cat-wizard","마법사냥이","panel-44","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","1220","984","148","552","43","","","","",""
"cat-wizard","마법사냥이","icon-sword-45","assets/placed/4ed079920ced162053.png","assets/icons/sword.png","","72","1252","72","72","596","44","","","","",""
"cat-wizard","마법사냥이","text-46","assets/text/9b41165784833e3666.png","","장비 숙련도","168","1240","814","51","629","45","","","","",""
"cat-wizard","마법사냥이","text-47","assets/text/1b539083854a82d2de.png","","장비를 사용할수록 더 강해져요","168","1293","834","39","588","46","","","","",""
"cat-wizard","마법사냥이","row-hit-48","","","","48","1220","984","148","552","47","48","1220","984","148","mastery"
"cat-wizard","마법사냥이","icon-back-49","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","1269","34","34","617","48","","","","",""
"cat-wizard","마법사냥이","button-50","assets/placed/e0aa01af46824ab768.png","assets/ui/button-mint-normal.png","","48","1440","476","108","372","49","48","1428","476","132","squad"
"cat-wizard","마법사냥이","text-51","assets/text/7fc90a31a30ee5b310.png","","편성하기","65","1459","444","48","413","50","","","","",""
"cat-wizard","마법사냥이","button-52","assets/placed/d529888b9398593830.png","assets/ui/button-yellow-normal.png","","548","1440","484","108","372","51","548","1428","484","132","upgrade"
"cat-wizard","마법사냥이","text-53","assets/text/6313527251dcd39e2d.png","","레벨업 · 5,000","564","1460","452","48","412","52","","","","",""
"cat-wizard","마법사냥이","button-54","assets/placed/c1c3a9b4a60efb966f.png","assets/ui/button-cream-normal.png","","48","1580","984","100","240","53","48","1564","984","132","skins"
"cat-wizard","마법사냥이","text-55","assets/text/b7e89d06a975993a2e.png","","스킨 보기","65","1598","952","48","274","54","","","","",""
"squad","출전 편성","background-1","assets/placed/348bc5b287f1eee990.png","assets/backgrounds/town.png","","0","0","1080","1920","0","0","","","","",""
"squad","출전 편성","resource-bar-3","assets/placed/67b2bb1183ebc40ed1.png","assets/ui/panel-cream.png","","30","28","1020","90","1802","1","","","","",""
"squad","출전 편성","title-bar-4","assets/placed/21cf35d5dcee417b8d.png","assets/ui/panel-cream.png","","30","128","1020","104","1688","2","","","","",""
"squad","출전 편성","icon-energy-5","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","52","43","54","54","1823","3","","","","",""
"squad","출전 편성","text-6","assets/text/4f65a133e0ebec885a.png","","40/50","113","50","195","47","1823","4","","","","",""
"squad","출전 편성","icon-gold-7","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","368","43","54","54","1823","5","","","","",""
"squad","출전 편성","text-8","assets/text/ed149040bb71721e2c.png","","12,500","429","50","195","47","1823","6","","","","",""
"squad","출전 편성","icon-gem-9","assets/placed/e238412bd856f270d9.png","assets/icons/gem.png","","684","43","54","54","1823","7","","","","",""
"squad","출전 편성","text-10","assets/text/b710de3b8f0ad3e447.png","","320","745","50","195","47","1823","8","","","","",""
"squad","출전 편성","button-11","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","38","138","76","76","1706","9","10","110","132","132","cats"
"squad","출전 편성","icon-back-12","assets/placed/dc05be2a4b9c6fda0c.png","assets/icons/back.png","","48","141","56","56","1723","10","","","","",""
"squad","출전 편성","text-13","assets/text/6fa47cd8374f0b0894.png","","출전 편성","138","143","742","65","1712","11","","","","",""
"squad","출전 편성","button-14","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","958","138","76","76","1706","12","930","110","132","132","settings"
"squad","출전 편성","icon-gear-15","assets/placed/71b09a6dc991d6f600.png","assets/icons/gear.png","","968","141","56","56","1723","13","","","","",""
"squad","출전 편성","bottom-nav-16","assets/placed/8a8204f9fa1fc6115b.png","assets/ui/panel-cream.png","","24","1734","1032","160","26","14","","","","",""
"squad","출전 편성","nav-hit-17","","","","39","1743","190","139","38","15","39","1743","190","139","workshop"
"squad","출전 편성","icon-forge-18","assets/placed/12ef2fd983b0f617f0.png","assets/icons/forge.png","","105","1753","60","60","107","16","","","","",""
"squad","출전 편성","text-19","assets/text/0d36b2df9353d9a6a4.png","","대장간","452","1792","180","44","84","17","","","","",""
"squad","출전 편성","active-tab-20","assets/placed/f669ab757bc5fc9425.png","assets/ui/panel-mint.png","","243","1744","190","135","41","18","","","","",""
"squad","출전 편성","nav-hit-21","","","","243","1743","190","139","38","19","243","1743","190","139","cats"
"squad","출전 편성","icon-cat-22","assets/placed/75618a37a684a9366c.png","assets/icons/cat.png","","308","1753","60","60","107","20","","","","",""
"squad","출전 편성","text-23","assets/text/b2c2d20f3863ead9e4.png","","고양이","249","1790","180","44","86","21","","","","",""
"squad","출전 편성","nav-hit-24","","","","447","1743","190","139","38","22","447","1743","190","139","modes"
"squad","출전 편성","icon-sword-25","assets/placed/2f37f0487b559d4738.png","assets/icons/sword.png","","512","1753","60","60","107","23","","","","",""
"squad","출전 편성","text-26","assets/text/37a71f4045908e9a35.png","","전투","452","1792","180","44","84","24","","","","",""
"squad","출전 편성","nav-hit-27","","","","651","1743","190","139","38","25","651","1743","190","139","shop"
"squad","출전 편성","icon-shop-28","assets/placed/48f9aabd0f0ed93c20.png","assets/icons/shop.png","","716","1753","60","60","107","26","","","","",""
"squad","출전 편성","text-29","assets/text/e93cf34436b725b2bc.png","","상점","453","1792","180","44","84","27","","","","",""
"squad","출전 편성","nav-hit-30","","","","855","1743","190","139","38","28","855","1743","190","139","ranking"
"squad","출전 편성","icon-trophy-31","assets/placed/f021e42cfce953f174.png","assets/icons/trophy.png","","920","1753","60","60","107","29","","","","",""
"squad","출전 편성","text-32","assets/text/ae295d719fe151b0fc.png","","랭킹","453","1792","180","44","84","30","","","","",""
"squad","출전 편성","panel-33","assets/placed/ef23217a50313881d0.png","assets/ui/panel-mint.png","","48","248","984","380","1292","31","","","","",""
"squad","출전 편성","text-34","assets/text/51988310acd873906b.png","","두 마리의 단짝","82","278","600","65","1577","32","","","","",""
"squad","출전 편성","text-35","assets/text/dbe7af75babec6bb0c.png","","탱커 · 딜러 · 힐러 조합을 맞춰보세요","82","340","650","42","1538","33","","","","",""
"squad","출전 편성","shadow-cat-tank-36","assets/placed/29cf6c496bb3e07a5b.png","assets/ui/ground-shadow.png","","686","601","207","31","1288","34","","","","",""
"squad","출전 편성","cat-tank-36","assets/placed/2b03c264c92fa96253.png","assets/characters/cat-tank.png","","650","338","280","280","1302","35","","","","",""
"squad","출전 편성","shadow-cat-warrior-37","assets/placed/ac093c819e1e746a71.png","assets/ui/ground-shadow.png","","137","564","167","31","1325","36","","","","",""
"squad","출전 편성","cat-warrior-37","assets/placed/d42b088398627cee7d.png","assets/characters/cat-warrior.png","","108","356","225","225","1339","37","","","","",""
"squad","출전 편성","subtitle-back-text-38","assets/placed/b480c09427c3adad9d.png","assets/ui/panel-cream.png","","40","672","778","66","1182","38","","","","",""
"squad","출전 편성","text-38","assets/text/c0a6c9f1ed53ea2af0.png","","편성할 고양이","54","680","750","53","1187","39","","","","",""
"squad","출전 편성","text-39","assets/text/6e21d60047dfbecd94.png","","슬롯 2 / 2","738","684","286","38","1198","40","","","","",""
"squad","출전 편성","panel-40","assets/placed/215dd449d71ec137d5.png","assets/ui/panel-mint.png","","48","752","316","316","852","41","","","","",""
"squad","출전 편성","shadow-cat-warrior-41","assets/placed/ac093c819e1e746a71.png","assets/ui/ground-shadow.png","","121","974","167","31","915","42","","","","",""
"squad","출전 편성","cat-warrior-41","assets/placed/d42b088398627cee7d.png","assets/characters/cat-warrior.png","","92","766","225","225","929","43","","","","",""
"squad","출전 편성","text-42","assets/text/73f6de240227f77ad1.png","","전사냥이","61","996","292","42","882","44","","","","",""
"squad","출전 편성","icon-check-43","assets/placed/8f36a201386c94c775.png","assets/icons/check.png","","303","772","42","42","1106","45","","","","",""
"squad","출전 편성","panel-44","assets/placed/215dd449d71ec137d5.png","assets/ui/panel-mint.png","","382","752","316","316","852","46","","","","",""
"squad","출전 편성","shadow-cat-tank-45","assets/placed/ac093c819e1e746a71.png","assets/ui/ground-shadow.png","","455","974","167","31","915","47","","","","",""
"squad","출전 편성","cat-tank-45","assets/placed/c6062cab8666d53160.png","assets/characters/cat-tank.png","","426","766","225","225","929","48","","","","",""
"squad","출전 편성","text-46","assets/text/852392bce595a52739.png","","뚱냥이","395","996","292","42","882","49","","","","",""
"squad","출전 편성","icon-check-47","assets/placed/8f36a201386c94c775.png","assets/icons/check.png","","637","772","42","42","1106","50","","","","",""
"squad","출전 편성","panel-48","assets/placed/698ef65fe075a780be.png","assets/ui/panel-cream.png","","716","752","316","316","852","51","","","","",""
"squad","출전 편성","shadow-cat-archer-49","assets/placed/ac093c819e1e746a71.png","assets/ui/ground-shadow.png","","789","974","167","31","915","52","","","","",""
"squad","출전 편성","cat-archer-49","assets/placed/c626f2e04016080b38.png","assets/characters/cat-archer.png","","760","766","225","225","929","53","","","","",""
"squad","출전 편성","text-50","assets/text/45e9cb004a397a1958.png","","궁사냥이","729","996","292","42","882","54","","","","",""
"squad","출전 편성","panel-51","assets/placed/698ef65fe075a780be.png","assets/ui/panel-cream.png","","48","1097","316","316","507","55","","","","",""
"squad","출전 편성","shadow-cat-healer-52","assets/placed/ac093c819e1e746a71.png","assets/ui/ground-shadow.png","","121","1319","167","31","570","56","","","","",""
"squad","출전 편성","cat-healer-52","assets/placed/44af46ae5b8679cecd.png","assets/characters/cat-healer.png","","92","1111","225","225","584","57","","","","",""
"squad","출전 편성","text-53","assets/text/8b1c010637cd4b6142.png","","성직냥이","61","1341","292","42","537","58","","","","",""
"squad","출전 편성","panel-54","assets/placed/698ef65fe075a780be.png","assets/ui/panel-cream.png","","382","1097","316","316","507","59","","","","",""
"squad","출전 편성","shadow-cat-wizard-55","assets/placed/ac093c819e1e746a71.png","assets/ui/ground-shadow.png","","455","1319","167","31","570","60","","","","",""
"squad","출전 편성","cat-wizard-55","assets/placed/15cb6d8c8118bb4783.png","assets/characters/cat-wizard.png","","426","1111","225","225","584","61","","","","",""
"squad","출전 편성","text-56","assets/text/baa8243f6e3a7bc425.png","","마법사냥이","395","1341","292","42","537","62","","","","",""
"squad","출전 편성","button-57","assets/placed/92355701f3992aaf32.png","assets/ui/button-yellow-normal.png","","48","1565","984","112","243","63","48","1555","984","132","cats"
"squad","출전 편성","icon-check-58","assets/placed/6597ca2b5bd037aa0e.png","assets/icons/check.png","","441","1585","56","56","279","64","","","","",""
"squad","출전 편성","text-59","assets/text/a3c3384642ebc8b308.png","","편성 저장","133","1588","886","48","284","65","","","","",""
"mastery","장비 숙련도","background-1","assets/placed/348bc5b287f1eee990.png","assets/backgrounds/town.png","","0","0","1080","1920","0","0","","","","",""
"mastery","장비 숙련도","resource-bar-3","assets/placed/67b2bb1183ebc40ed1.png","assets/ui/panel-cream.png","","30","28","1020","90","1802","1","","","","",""
"mastery","장비 숙련도","title-bar-4","assets/placed/21cf35d5dcee417b8d.png","assets/ui/panel-cream.png","","30","128","1020","104","1688","2","","","","",""
"mastery","장비 숙련도","icon-energy-5","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","52","43","54","54","1823","3","","","","",""
"mastery","장비 숙련도","text-6","assets/text/4f65a133e0ebec885a.png","","40/50","113","50","195","47","1823","4","","","","",""
"mastery","장비 숙련도","icon-gold-7","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","368","43","54","54","1823","5","","","","",""
"mastery","장비 숙련도","text-8","assets/text/ed149040bb71721e2c.png","","12,500","429","50","195","47","1823","6","","","","",""
"mastery","장비 숙련도","icon-gem-9","assets/placed/e238412bd856f270d9.png","assets/icons/gem.png","","684","43","54","54","1823","7","","","","",""
"mastery","장비 숙련도","text-10","assets/text/b710de3b8f0ad3e447.png","","320","745","50","195","47","1823","8","","","","",""
"mastery","장비 숙련도","button-11","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","38","138","76","76","1706","9","10","110","132","132","cats"
"mastery","장비 숙련도","icon-back-12","assets/placed/dc05be2a4b9c6fda0c.png","assets/icons/back.png","","48","141","56","56","1723","10","","","","",""
"mastery","장비 숙련도","text-13","assets/text/b449da9879b7907cdb.png","","장비 숙련도","138","143","742","65","1712","11","","","","",""
"mastery","장비 숙련도","button-14","assets/placed/a55e725f8d802af4a0.png","assets/ui/button-cream-normal.png","","958","138","76","76","1706","12","930","110","132","132","settings"
"mastery","장비 숙련도","icon-gear-15","assets/placed/71b09a6dc991d6f600.png","assets/icons/gear.png","","968","141","56","56","1723","13","","","","",""
"mastery","장비 숙련도","bottom-nav-16","assets/placed/8a8204f9fa1fc6115b.png","assets/ui/panel-cream.png","","24","1734","1032","160","26","14","","","","",""
"mastery","장비 숙련도","nav-hit-17","","","","39","1743","190","139","38","15","39","1743","190","139","workshop"
"mastery","장비 숙련도","icon-forge-18","assets/placed/12ef2fd983b0f617f0.png","assets/icons/forge.png","","105","1753","60","60","107","16","","","","",""
"mastery","장비 숙련도","text-19","assets/text/0d36b2df9353d9a6a4.png","","대장간","452","1792","180","44","84","17","","","","",""
"mastery","장비 숙련도","active-tab-20","assets/placed/f669ab757bc5fc9425.png","assets/ui/panel-mint.png","","243","1744","190","135","41","18","","","","",""
"mastery","장비 숙련도","nav-hit-21","","","","243","1743","190","139","38","19","243","1743","190","139","cats"
"mastery","장비 숙련도","icon-cat-22","assets/placed/75618a37a684a9366c.png","assets/icons/cat.png","","308","1753","60","60","107","20","","","","",""
"mastery","장비 숙련도","text-23","assets/text/b2c2d20f3863ead9e4.png","","고양이","249","1790","180","44","86","21","","","","",""
"mastery","장비 숙련도","nav-hit-24","","","","447","1743","190","139","38","22","447","1743","190","139","modes"
"mastery","장비 숙련도","icon-sword-25","assets/placed/2f37f0487b559d4738.png","assets/icons/sword.png","","512","1753","60","60","107","23","","","","",""
"mastery","장비 숙련도","text-26","assets/text/37a71f4045908e9a35.png","","전투","452","1792","180","44","84","24","","","","",""
"mastery","장비 숙련도","nav-hit-27","","","","651","1743","190","139","38","25","651","1743","190","139","shop"
"mastery","장비 숙련도","icon-shop-28","assets/placed/48f9aabd0f0ed93c20.png","assets/icons/shop.png","","716","1753","60","60","107","26","","","","",""
"mastery","장비 숙련도","text-29","assets/text/e93cf34436b725b2bc.png","","상점","453","1792","180","44","84","27","","","","",""
"mastery","장비 숙련도","nav-hit-30","","","","855","1743","190","139","38","28","855","1743","190","139","ranking"
"mastery","장비 숙련도","icon-trophy-31","assets/placed/f021e42cfce953f174.png","assets/icons/trophy.png","","920","1753","60","60","107","29","","","","",""
"mastery","장비 숙련도","text-32","assets/text/ae295d719fe151b0fc.png","","랭킹","453","1792","180","44","84","30","","","","",""
"mastery","장비 숙련도","panel-33","assets/placed/9458049c56b816572b.png","assets/ui/panel-lavender.png","","48","248","984","250","1422","31","","","","",""
"mastery","장비 숙련도","text-34","assets/text/7abc722d53326b2759.png","","쓸수록 익숙해져요","82","278","600","65","1577","32","","","","",""
"mastery","장비 숙련도","text-35","assets/text/416d2d37dd289a3aee.png","","장비 숙련은 계정 전체에 적용됩니다","82","340","650","42","1538","33","","","","",""
"mastery","장비 숙련도","shadow-cat-warrior-36","assets/placed/29cf6c496bb3e07a5b.png","assets/ui/ground-shadow.png","","686","591","207","31","1298","34","","","","",""
"mastery","장비 숙련도","cat-warrior-36","assets/placed/78a48d2eec5b30a5ad.png","assets/characters/cat-warrior.png","","650","328","280","280","1312","35","","","","",""
"mastery","장비 숙련도","panel-37","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","530","984","148","1242","36","","","","",""
"mastery","장비 숙련도","icon-sword-38","assets/placed/4ed079920ced162053.png","assets/icons/sword.png","","72","562","72","72","1286","37","","","","",""
"mastery","장비 숙련도","text-39","assets/text/940dee7f01945fac19.png","","무기 숙련 Lv.8","168","550","814","51","1319","38","","","","",""
"mastery","장비 숙련도","text-40","assets/text/bb3591ddd64c3bec13.png","","공격 보급 효과 +12%","168","603","834","39","1278","39","","","","",""
"mastery","장비 숙련도","row-hit-41","","","","48","530","984","148","1242","40","48","530","984","148","item-detail"
"mastery","장비 숙련도","icon-back-42","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","579","34","34","1307","41","","","","",""
"mastery","장비 숙련도","panel-43","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","700","984","148","1072","42","","","","",""
"mastery","장비 숙련도","icon-shield-44","assets/placed/fdec97549c9ec1a512.png","assets/icons/shield.png","","72","732","72","72","1116","43","","","","",""
"mastery","장비 숙련도","text-45","assets/text/a3db8f93f6f72832af.png","","방어구 숙련 Lv.6","168","720","814","51","1149","44","","","","",""
"mastery","장비 숙련도","text-46","assets/text/7fb36f19ade823e70f.png","","방어 보급 효과 +9%","168","773","834","39","1108","45","","","","",""
"mastery","장비 숙련도","row-hit-47","","","","48","700","984","148","1072","46","48","700","984","148","item-detail"
"mastery","장비 숙련도","icon-back-48","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","749","34","34","1137","47","","","","",""
"mastery","장비 숙련도","panel-49","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","870","984","148","902","48","","","","",""
"mastery","장비 숙련도","icon-can-50","assets/placed/dc763255ac0033c191.png","assets/icons/can.png","","72","902","72","72","946","49","","","","",""
"mastery","장비 숙련도","text-51","assets/text/0fe99973378035b9b8.png","","소모품 숙련 Lv.5","168","890","814","51","979","50","","","","",""
"mastery","장비 숙련도","text-52","assets/text/6ba9e7cdf867bec08f.png","","회복 보급 효과 +8%","168","943","834","39","938","51","","","","",""
"mastery","장비 숙련도","row-hit-53","","","","48","870","984","148","902","52","48","870","984","148","item-detail"
"mastery","장비 숙련도","icon-back-54","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","919","34","34","967","53","","","","",""
"mastery","장비 숙련도","panel-55","assets/placed/4405b4a78e9acda39f.png","assets/ui/panel-cream.png","","48","1040","984","148","732","54","","","","",""
"mastery","장비 숙련도","icon-yarn-56","assets/placed/3af5c37aa7eafd767a.png","assets/icons/yarn.png","","72","1072","72","72","776","55","","","","",""
"mastery","장비 숙련도","text-57","assets/text/d9fbb81e6e8a4f1936.png","","특수 숙련 Lv.4","168","1060","814","51","809","56","","","","",""
"mastery","장비 숙련도","text-58","assets/text/9a1b2fa9ad7e4a6f27.png","","광역 피해 +6%","168","1113","834","39","768","57","","","","",""
"mastery","장비 숙련도","row-hit-59","","","","48","1040","984","148","732","58","48","1040","984","148","item-detail"
"mastery","장비 숙련도","icon-back-60","assets/placed/75eff27796b699b40d.png","assets/icons/back.png","","972","1089","34","34","797","59","","","","",""
"codex","수집 도감","background-1","assets/placed/348bc5b287f1eee990.png","assets/backgrounds/town.png","","0","0","1080","1920","0","0","","","","",""
"codex","수집 도감","resource-bar-3","assets/placed/67b2bb1183ebc40ed1.png","assets/ui/panel-cream.png","","30","28","1020","90","1802","1","","","","",""
"codex","수집 도감","title-bar-4","assets/placed/21cf35d5dcee417b8d.png","assets/ui/panel-cream.png","","30","128","1020","104","1688","2","","","","",""
"codex","수집 도감","icon-energy-5","assets/placed/9fa198e8f4245dbd0f.png","assets/icons/energy.png","","52","43","54","54","1823","3","","","","",""
"codex","수집 도감","text-6","assets/text/4f65a133e0ebec885a.png","","40/50","113","50","195","47","1823","4","","","","",""
"codex","수집 도감","icon-gold-7","assets/placed/0274a23a232ef47921.png","assets/icons/gold.png","","368","43","54","54","1823","5","","","","",""
"codex","수집 도감","text-8","assets/text/ed149040bb71721e2c.png","","12,500","429","50","195","47","1823","6","","","","",""
